opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,engage_month,close_month,close_value,manager,regional_office,sector,year_established,revenue,employees,office_location,employee_size,time_to_close,time_to_close_bin
QODSAVWU,Gladys Colclough,GTXPro,Isdom,Won,2017-04-03,2017-04-04,2017-04-01,2017-04-01,5615,Melvin Marxen,Central,medical,2002,3178240000,4540,United States,2051 - 5000,1,0 - 30 days
Q2BB73WT,Hayden Neloms,GTX Plus Basic,NA,Engaging,2017-04-03,NA,2017-04-01,NA,NA,Celia Rouche,West,NA,NA,NA,NA,NA,NA,NA,NA
UH3P961U,James Ascencio,GTX Basic,Goodsilron,Lost,2017-04-03,2017-04-04,2017-04-01,2017-04-01,0,Summer Sewald,West,marketing,2000,2952730000,5107,United States,5001 - 7500,1,0 - 30 days
3BQTRX5Y,Kami Bicknell,GTXPro,Faxquote,Lost,2017-04-03,2017-05-26,2017-04-01,2017-05-01,0,Summer Sewald,West,telecommunications,1995,1825820000,5595,United States,5001 - 7500,53,31 - 60 days
YTL8VNGT,Kami Bicknell,GTX Basic,J-Texon,Won,2017-04-03,2017-04-12,2017-04-01,2017-04-01,565,Summer Sewald,West,retail,1989,1388670000,3583,United States,2051 - 5000,9,0 - 30 days
BL4SKUCN,Lajuana Vencill,GTX Basic,Ron-tech,Lost,2017-04-03,2017-04-11,2017-04-01,2017-04-01,0,Dustin Brinkmann,Central,medical,1992,3922420000,6837,United States,5001 - 7500,8,0 - 30 days
8TRT2HNF,Markita Hansen,GTX Basic,Green-Plus,Engaging,2017-04-03,NA,2017-04-01,NA,NA,Celia Rouche,West,services,2003,692190000,1922,United States,1001 - 2500,NA,NA
ZLN48IIP,Markita Hansen,GTX Basic,Iselectrics,Engaging,2017-04-03,NA,2017-04-01,NA,NA,Celia Rouche,West,technology,2011,527110000,1428,United States,1001 - 2500,NA,NA
W355HYRD,Reed Clapper,GTXPro,Gekko & Co,Lost,2017-04-03,2017-04-05,2017-04-01,2017-04-01,0,Rocco Neubert,East,retail,1990,2520830000,3502,United States,2051 - 5000,2,0 - 30 days
5UE0TE1R,Reed Clapper,GTXPro,Yearin,Won,2017-04-03,2017-04-14,2017-04-01,2017-04-01,3991,Rocco Neubert,East,retail,2005,2261050000,3851,United States,2051 - 5000,11,0 - 30 days
RFNRVNXJ,Rosie Papadopoulos,GTXPro,Kinnamplus,Won,2017-04-03,2017-05-20,2017-04-01,2017-05-01,5763,Cara Losch,East,retail,2004,702720000,1831,United States,1001 - 2500,47,31 - 60 days
UTZDDOU7,Versie Hillebrand,MG Special,Conecom,Lost,2017-04-03,2017-04-14,2017-04-01,2017-04-01,0,Dustin Brinkmann,Central,technology,2005,1520660000,1806,United States,1001 - 2500,11,0 - 30 days
HVT28XPH,Vicki Laflamme,MG Special,NA,Engaging,2017-04-03,NA,2017-04-01,NA,NA,Celia Rouche,West,NA,NA,NA,NA,NA,NA,NA,NA
2ZXKC707,Vicki Laflamme,MG Advanced,Cheers,Lost,2017-04-03,2017-04-11,2017-04-01,2017-04-01,0,Celia Rouche,West,entertainment,1993,4269899999.9999995,6472,United States,5001 - 7500,8,0 - 30 days
VNCFE4LQ,Vicki Laflamme,GTX Basic,J-Texon,Won,2017-04-03,2017-04-15,2017-04-01,2017-04-01,456,Celia Rouche,West,retail,1989,1388670000,3583,United States,2051 - 5000,12,0 - 30 days
VM0MHPAO,Wilburn Farren,MG Special,NA,Engaging,2017-04-03,NA,2017-04-01,NA,NA,Cara Losch,East,NA,NA,NA,NA,NA,NA,NA,NA
28QWFYSP,Wilburn Farren,MG Special,Bluth Company,Lost,2017-04-03,2017-04-05,2017-04-01,2017-04-01,0,Cara Losch,East,technology,1993,1242320000,3027,United States,2051 - 5000,2,0 - 30 days
VIV0OXU6,Anna Snelling,GTX Basic,Domzoom,Won,2017-04-04,2017-04-11,2017-04-01,2017-04-01,582,Dustin Brinkmann,Central,entertainment,1998,217870000,551,United States,0 - 1000,7,0 - 30 days
KVF0HK8S,Anna Snelling,MG Special,Domzoom,Won,2017-04-04,2017-04-12,2017-04-01,2017-04-01,59,Dustin Brinkmann,Central,entertainment,1998,217870000,551,United States,0 - 1000,8,0 - 30 days
JLT2LLR3,Boris Faz,MG Advanced,Donquadtech,Won,2017-04-04,2017-04-09,2017-04-01,2017-04-01,3259,Rocco Neubert,East,technology,1992,1712680000,3194,United States,2051 - 5000,5,0 - 30 days
LXZD2PZD,Corliss Cosme,GTX Plus Pro,NA,Engaging,2017-04-04,NA,2017-04-01,NA,NA,Cara Losch,East,NA,NA,NA,NA,NA,NA,NA,NA
2LF1TSPZ,Corliss Cosme,GTX Basic,Ganjaflex,Lost,2017-04-04,2017-05-10,2017-04-01,2017-05-01,0,Cara Losch,East,retail,1995,5158710000,17479,Japan,10000 +,36,31 - 60 days
FBJHTF91,Corliss Cosme,GTX Plus Basic,Kan-code,Lost,2017-04-04,2017-04-11,2017-04-01,2017-04-01,0,Cara Losch,East,software,1982,11698030000,34288,United States,10000 +,7,0 - 30 days
Z50GQV8I,Corliss Cosme,GTX Basic,Vehement Capital Partners,Won,2017-04-04,2017-04-11,2017-04-01,2017-04-01,593,Cara Losch,East,finance,1993,646100000,883,United States,0 - 1000,7,0 - 30 days
O2CPAAF0,Corliss Cosme,GTXPro,Plussunin,Won,2017-04-04,2017-06-26,2017-04-01,2017-06-01,5197,Cara Losch,East,retail,2003,1419980000,4018,United States,2051 - 5000,83,61 - 90 days
CEOTU8PX,Darcel Schlecht,GTXPro,dambase,Lost,2017-04-04,2017-04-15,2017-04-01,2017-04-01,0,Melvin Marxen,Central,marketing,1995,2173980000,2928,United States,2051 - 5000,11,0 - 30 days
2S3DHZFO,Darcel Schlecht,GTXPro,Konmatfix,Lost,2017-04-04,2017-06-21,2017-04-01,2017-06-01,0,Melvin Marxen,Central,marketing,1985,375430000,1190,United States,1001 - 2500,78,61 - 90 days
ZE1ZKD7Q,Darcel Schlecht,MG Special,Statholdings,Lost,2017-04-04,2017-04-12,2017-04-01,2017-04-01,0,Melvin Marxen,Central,employment,1997,291270000,586,United States,0 - 1000,8,0 - 30 days
Y9XOOWHS,Darcel Schlecht,MG Advanced,Finhigh,Won,2017-04-04,2017-06-18,2017-04-01,2017-06-01,3031,Melvin Marxen,Central,finance,2006,1102430000,1759,United States,1001 - 2500,75,61 - 90 days
5FIGO7XN,Donn Cantrell,GTXPro,Gekko & Co,Lost,2017-04-04,2017-04-15,2017-04-01,2017-04-01,0,Rocco Neubert,East,retail,1990,2520830000,3502,United States,2051 - 5000,11,0 - 30 days
EFO8XWXE,Donn Cantrell,GTXPro,Zencorporation,Won,2017-04-04,2017-05-25,2017-04-01,2017-05-01,5244,Rocco Neubert,East,technology,2011,40790000,142,China,0 - 1000,51,31 - 60 days
BPOTQCFG,Elease Gluck,MG Special,NA,Engaging,2017-04-04,NA,2017-04-01,NA,NA,Celia Rouche,West,NA,NA,NA,NA,NA,NA,NA,NA
62R8ERQ0,Elease Gluck,MG Special,Green-Plus,Lost,2017-04-04,2017-04-10,2017-04-01,2017-04-01,0,Celia Rouche,West,services,2003,692190000,1922,United States,1001 - 2500,6,0 - 30 days
HYCELUAD,Garret Kinder,GTX Plus Pro,Ontomedia,Won,2017-04-04,2017-06-20,2017-04-01,2017-06-01,5946,Cara Losch,East,employment,1997,882120000,2769,United States,2051 - 5000,77,61 - 90 days
MJZP9WYC,Hayden Neloms,GTX Plus Basic,Golddex,Lost,2017-04-04,2017-04-08,2017-04-01,2017-04-01,0,Celia Rouche,West,finance,2008,52500000,165,United States,0 - 1000,4,0 - 30 days
JNYS6BIJ,James Ascencio,GTX Plus Pro,Labdrill,Lost,2017-04-04,2017-04-11,2017-04-01,2017-04-01,0,Summer Sewald,West,medical,1985,2741370000,9226,United States,7501 - 10000,7,0 - 30 days
LUT9KYJA,James Ascencio,GTXPro,Singletechno,Won,2017-04-04,2017-06-06,2017-04-01,2017-06-01,4335,Summer Sewald,West,retail,1996,2214940000,5374,United States,5001 - 7500,63,61 - 90 days
DIWC1AHU,Jonathan Berthelot,GTX Plus Pro,Finhigh,Lost,2017-04-04,2017-04-06,2017-04-01,2017-04-01,0,Melvin Marxen,Central,finance,2006,1102430000,1759,United States,1001 - 2500,2,0 - 30 days
ILYP3YGW,Jonathan Berthelot,GTXPro,Konmatfix,Won,2017-04-04,2017-04-06,2017-04-01,2017-04-01,5063,Melvin Marxen,Central,marketing,1985,375430000,1190,United States,1001 - 2500,2,0 - 30 days
0XC4DR3F,Jonathan Berthelot,GTXPro,Streethex,Won,2017-04-04,2017-04-10,2017-04-01,2017-04-01,5032,Melvin Marxen,Central,retail,1988,1376800000,1165,Belgium,1001 - 2500,6,0 - 30 days
3ZM8BJQO,Kami Bicknell,GTXPro,Labdrill,Won,2017-04-04,2017-05-31,2017-04-01,2017-05-01,4398,Summer Sewald,West,medical,1985,2741370000,9226,United States,7501 - 10000,57,31 - 60 days
AM5J5QPK,Kami Bicknell,GTXPro,Scotfind,Won,2017-04-04,2017-04-06,2017-04-01,2017-04-01,4449,Summer Sewald,West,software,1996,6354870000,16780,United States,10000 +,2,0 - 30 days
DRFUPEOU,Kary Hendrixson,GTX Plus Pro,Blackzim,Lost,2017-04-04,2017-05-10,2017-04-01,2017-05-01,0,Summer Sewald,West,retail,2009,497110000,1588,United States,1001 - 2500,36,31 - 60 days
I19TOSXS,Lajuana Vencill,GTX Basic,Treequote,Lost,2017-04-04,2017-04-06,2017-04-01,2017-04-01,0,Dustin Brinkmann,Central,telecommunications,1988,5266090000,8595,United States,7501 - 10000,2,0 - 30 days
DWO4HD34,Lajuana Vencill,MG Advanced,Isdom,Lost,2017-04-04,2017-04-15,2017-04-01,2017-04-01,0,Dustin Brinkmann,Central,medical,2002,3178240000,4540,United States,2051 - 5000,11,0 - 30 days
4YH4JR1Q,Lajuana Vencill,MG Special,Funholding,Won,2017-04-04,2017-05-31,2017-04-01,2017-05-01,50,Dustin Brinkmann,Central,finance,1991,2819500000,7227,United States,5001 - 7500,57,31 - 60 days
XM4VD3NN,Markita Hansen,GTX Plus Basic,NA,Engaging,2017-04-04,NA,2017-04-01,NA,NA,Celia Rouche,West,NA,NA,NA,NA,NA,NA,NA,NA
NUA0OE6Z,Markita Hansen,GTX Basic,Goodsilron,Won,2017-04-04,2017-06-03,2017-04-01,2017-06-01,605,Celia Rouche,West,marketing,2000,2952730000,5107,United States,5001 - 7500,60,31 - 60 days
GDOHDB6U,Markita Hansen,MG Special,Scotfind,Won,2017-04-04,2017-04-08,2017-04-01,2017-04-01,57,Celia Rouche,West,software,1996,6354870000,16780,United States,10000 +,4,0 - 30 days
I58DG1XE,Markita Hansen,MG Advanced,Cheers,Won,2017-04-04,2017-06-10,2017-04-01,2017-06-01,2882,Celia Rouche,West,entertainment,1993,4269899999.9999995,6472,United States,5001 - 7500,67,61 - 90 days
YA3O04NX,Marty Freudenburg,MG Advanced,Gogozoom,Won,2017-04-04,2017-06-05,2017-04-01,2017-06-01,3011,Melvin Marxen,Central,telecommunications,2007,86680000,187,United States,0 - 1000,62,61 - 90 days
D62905BC,Maureen Marcano,GTX Plus Pro,NA,Engaging,2017-04-04,NA,2017-04-01,NA,NA,Summer Sewald,West,NA,NA,NA,NA,NA,NA,NA,NA
C2X9D7JO,Maureen Marcano,GTX Plus Basic,Rantouch,Won,2017-04-04,2017-04-11,2017-04-01,2017-04-01,1181,Summer Sewald,West,telecommunications,1994,1188420000,3015,United States,2051 - 5000,7,0 - 30 days
SBLP2LJB,Niesha Huffines,GTX Plus Basic,Betatech,Won,2017-04-04,2017-06-11,2017-04-01,2017-06-01,1067,Melvin Marxen,Central,medical,1986,647180000,1185,Kenya,1001 - 2500,68,61 - 90 days
3CWKBXEN,Reed Clapper,GTX Basic,Donquadtech,Lost,2017-04-04,2017-04-13,2017-04-01,2017-04-01,0,Rocco Neubert,East,technology,1992,1712680000,3194,United States,2051 - 5000,9,0 - 30 days
ZG82F4GH,Reed Clapper,GTX Basic,Initech,Lost,2017-04-04,2017-04-09,2017-04-01,2017-04-01,0,Rocco Neubert,East,telecommunications,1994,6395050000,20275,United States,10000 +,5,0 - 30 days
64KS4KGN,Versie Hillebrand,MG Special,Isdom,Won,2017-04-04,2017-04-06,2017-04-01,2017-04-01,54,Dustin Brinkmann,Central,medical,2002,3178240000,4540,United States,2051 - 5000,2,0 - 30 days
637HKAFD,Zane Levy,GTX Basic,Plexzap,Won,2017-04-04,2017-06-29,2017-04-01,2017-06-01,564,Summer Sewald,West,retail,2001,2437850000,4874,United States,2051 - 5000,86,61 - 90 days
U9E3G8UT,Anna Snelling,GTX Plus Basic,Conecom,Lost,2017-04-05,2017-04-06,2017-04-01,2017-04-01,0,Dustin Brinkmann,Central,technology,2005,1520660000,1806,United States,1001 - 2500,1,0 - 30 days
FB1AO8SL,Anna Snelling,MG Special,Betatech,Won,2017-04-05,2017-04-14,2017-04-01,2017-04-01,57,Dustin Brinkmann,Central,medical,1986,647180000,1185,Kenya,1001 - 2500,9,0 - 30 days
79LGX9EX,Cassey Cress,GTXPro,Yearin,Won,2017-04-05,2017-06-30,2017-04-01,2017-06-01,5558,Rocco Neubert,East,retail,2005,2261050000,3851,United States,2051 - 5000,86,61 - 90 days
LOAYKUEO,Cecily Lampkin,GTX Plus Pro,Treequote,Lost,2017-04-05,2017-04-10,2017-04-01,2017-04-01,0,Dustin Brinkmann,Central,telecommunications,1988,5266090000,8595,United States,7501 - 10000,5,0 - 30 days
EM4XNIPW,Corliss Cosme,GTX Basic,Silis,Lost,2017-04-05,2017-04-07,2017-04-01,2017-04-01,0,Cara Losch,East,medical,1994,2818380000,6290,United States,5001 - 7500,2,0 - 30 days
E6WG7J0I,Corliss Cosme,GTX Plus Basic,Bubba Gump,Won,2017-04-05,2017-04-10,2017-04-01,2017-04-01,1083,Cara Losch,East,software,2002,987390000,2253,United States,1001 - 2500,5,0 - 30 days
37FL55S0,Darcel Schlecht,GTXPro,Treequote,Won,2017-04-05,2017-04-06,2017-04-01,2017-04-01,5647,Melvin Marxen,Central,telecommunications,1988,5266090000,8595,United States,7501 - 10000,1,0 - 30 days
RSXFS096,Donn Cantrell,GTX Basic,Zencorporation,Lost,2017-04-05,2017-08-07,2017-04-01,2017-08-01,0,Rocco Neubert,East,technology,2011,40790000,142,China,0 - 1000,124,90+ days
5QSU8PQU,Donn Cantrell,GTXPro,Silis,Won,2017-04-05,2017-06-19,2017-04-01,2017-06-01,4648,Rocco Neubert,East,medical,1994,2818380000,6290,United States,5001 - 7500,75,61 - 90 days
N58V2ML8,Donn Cantrell,MG Special,Plussunin,Won,2017-04-05,2017-04-14,2017-04-01,2017-04-01,50,Rocco Neubert,East,retail,2003,1419980000,4018,United States,2051 - 5000,9,0 - 30 days
SFI9TVH3,Gladys Colclough,MG Advanced,Hottechi,Lost,2017-04-05,2017-04-07,2017-04-01,2017-04-01,0,Melvin Marxen,Central,technology,1997,8170380000,16499,Korea,10000 +,2,0 - 30 days
0G65AQVC,James Ascencio,GTX Basic,Kan-code,Lost,2017-04-05,2017-05-30,2017-04-01,2017-05-01,0,Summer Sewald,West,software,1982,11698030000,34288,United States,10000 +,55,31 - 60 days
F91QWQ1G,James Ascencio,GTXPro,Singletechno,Lost,2017-04-05,2017-04-07,2017-04-01,2017-04-01,0,Summer Sewald,West,retail,1996,2214940000,5374,United States,5001 - 7500,2,0 - 30 days
XEP9GSSY,Jonathan Berthelot,GTX Basic,dambase,Lost,2017-04-05,2017-08-07,2017-04-01,2017-08-01,0,Melvin Marxen,Central,marketing,1995,2173980000,2928,United States,2051 - 5000,124,90+ days
0000I7AO,Jonathan Berthelot,GTX Basic,Rangreen,Won,2017-04-05,2017-05-12,2017-04-01,2017-05-01,505,Melvin Marxen,Central,technology,1987,2938670000,8775,Panama,7501 - 10000,37,31 - 60 days
A0VM9Q5M,Kary Hendrixson,GTXPro,Doncon,Lost,2017-04-05,2017-04-15,2017-04-01,2017-04-01,0,Summer Sewald,West,technology,2010,587720000,1501,United States,1001 - 2500,10,0 - 30 days
P9SDPJJO,Kary Hendrixson,GTX Basic,Green-Plus,Won,2017-04-05,2017-04-06,2017-04-01,2017-04-01,450,Summer Sewald,West,services,2003,692190000,1922,United States,1001 - 2500,1,0 - 30 days
NW6OPA4M,Kary Hendrixson,GTX Plus Pro,Blackzim,Won,2017-04-05,2017-05-21,2017-04-01,2017-05-01,4983,Summer Sewald,West,retail,2009,497110000,1588,United States,1001 - 2500,46,31 - 60 days
ZZQB2NPD,Lajuana Vencill,GTX Plus Basic,Ron-tech,Won,2017-04-05,2017-06-19,2017-04-01,2017-06-01,1140,Dustin Brinkmann,Central,medical,1992,3922420000,6837,United States,5001 - 7500,75,61 - 90 days
9ILB20UV,Markita Hansen,MG Special,NA,Engaging,2017-04-05,NA,2017-04-01,NA,NA,Celia Rouche,West,NA,NA,NA,NA,NA,NA,NA,NA
KG5JIU81,Markita Hansen,GTX Plus Basic,Faxquote,Lost,2017-04-05,2017-04-07,2017-04-01,2017-04-01,0,Celia Rouche,West,telecommunications,1995,1825820000,5595,United States,5001 - 7500,2,0 - 30 days
4XGA0K6N,Markita Hansen,MG Advanced,J-Texon,Won,2017-04-05,2017-06-22,2017-04-01,2017-06-01,3188,Celia Rouche,West,retail,1989,1388670000,3583,United States,2051 - 5000,78,61 - 90 days
MV1LBCP5,Reed Clapper,GTX Basic,Silis,Lost,2017-04-05,2017-04-06,2017-04-01,2017-04-01,0,Rocco Neubert,East,medical,1994,2818380000,6290,United States,5001 - 7500,1,0 - 30 days
UIFIWKNI,Reed Clapper,GTX Plus Basic,Xx-zobam,Won,2017-04-05,2017-08-02,2017-04-01,2017-08-01,1091,Rocco Neubert,East,entertainment,1989,3838390000,8274,United States,7501 - 10000,119,90+ days
MBGVOGCY,Reed Clapper,GTX Plus Pro,Bioplex,Won,2017-04-05,2017-04-12,2017-04-01,2017-04-01,5095,Rocco Neubert,East,medical,1991,326820000,1016,United States,1001 - 2500,7,0 - 30 days
2WQ5FUPR,Reed Clapper,MG Special,Condax,Won,2017-04-05,2017-08-02,2017-04-01,2017-08-01,51,Rocco Neubert,East,medical,2017,4540000,9,United States,0 - 1000,119,90+ days
DA6LGJ66,Rosalina Dieter,MG Special,Green-Plus,Won,2017-04-05,2017-06-19,2017-04-01,2017-06-01,62,Celia Rouche,West,services,2003,692190000,1922,United States,1001 - 2500,75,61 - 90 days
OJSYLHMZ,Vicki Laflamme,GTX Basic,Zoomit,Won,2017-04-05,2017-06-28,2017-04-01,2017-06-01,550,Celia Rouche,West,entertainment,1992,324190000,978,United States,0 - 1000,84,61 - 90 days
QO6CI3P4,Violet Mclelland,MG Special,Gekko & Co,Won,2017-04-05,2017-04-07,2017-04-01,2017-04-01,45,Cara Losch,East,retail,1990,2520830000,3502,United States,2051 - 5000,2,0 - 30 days
PNO7D8PD,Zane Levy,GTX Basic,NA,Engaging,2017-04-05,NA,2017-04-01,NA,NA,Summer Sewald,West,NA,NA,NA,NA,NA,NA,NA,NA
HJP5X1MT,Anna Snelling,GTX Basic,Dontechi,Won,2017-04-06,2017-06-09,2017-04-01,2017-06-01,527,Dustin Brinkmann,Central,software,1982,4618000000,10083,United States,10000 +,64,61 - 90 days
JO4MF90Q,Cassey Cress,GTX Basic,Kinnamplus,Lost,2017-04-06,2017-04-15,2017-04-01,2017-04-01,0,Rocco Neubert,East,retail,2004,702720000,1831,United States,1001 - 2500,9,0 - 30 days
RX95UPUC,Cassey Cress,GTX Plus Basic,Xx-zobam,Lost,2017-04-06,2017-05-30,2017-04-01,2017-05-01,0,Rocco Neubert,East,entertainment,1989,3838390000,8274,United States,7501 - 10000,54,31 - 60 days
2GV66JA7,Daniell Hammack,MG Advanced,NA,Engaging,2017-04-06,NA,2017-04-01,NA,NA,Rocco Neubert,East,NA,NA,NA,NA,NA,NA,NA,NA
0SMQAD34,Darcel Schlecht,MG Advanced,Domzoom,Lost,2017-04-06,2017-04-08,2017-04-01,2017-04-01,0,Melvin Marxen,Central,entertainment,1998,217870000,551,United States,0 - 1000,2,0 - 30 days
THMEDL51,Darcel Schlecht,MG Special,Rundofase,Won,2017-04-06,2017-04-14,2017-04-01,2017-04-01,64,Melvin Marxen,Central,technology,1983,1008060000,1238,United States,1001 - 2500,8,0 - 30 days
94B4785B,Donn Cantrell,MG Advanced,Plussunin,Won,2017-04-06,2017-04-15,2017-04-01,2017-04-01,3655,Rocco Neubert,East,retail,2003,1419980000,4018,United States,2051 - 5000,9,0 - 30 days
AKMV6WN5,Elease Gluck,GTK 500,NA,Engaging,2017-04-06,NA,2017-04-01,NA,NA,Celia Rouche,West,NA,NA,NA,NA,NA,NA,NA,NA
HPIKEMB9,Elease Gluck,MG Special,NA,Engaging,2017-04-06,NA,2017-04-01,NA,NA,Celia Rouche,West,NA,NA,NA,NA,NA,NA,NA,NA
SLN6HHLD,Gladys Colclough,MG Special,Bioholding,Lost,2017-04-06,2017-04-16,2017-04-01,2017-04-01,0,Melvin Marxen,Central,medical,2012,587340000,1356,Philipines,1001 - 2500,10,0 - 30 days
MU3PM8ON,Gladys Colclough,MG Advanced,Rundofase,Lost,2017-04-06,2017-04-13,2017-04-01,2017-04-01,0,Melvin Marxen,Central,technology,1983,1008060000,1238,United States,1001 - 2500,7,0 - 30 days
U0E0XHK9,Hayden Neloms,MG Advanced,NA,Engaging,2017-04-06,NA,2017-04-01,NA,NA,Celia Rouche,West,NA,NA,NA,NA,NA,NA,NA,NA
E6GVZ30Q,James Ascencio,GTX Basic,Finjob,Won,2017-04-06,2017-05-21,2017-04-01,2017-05-01,561,Summer Sewald,West,employment,1988,2059900000,3644,United States,2051 - 5000,45,31 - 60 days
8254HM4E,Kami Bicknell,GTX Plus Basic,NA,Engaging,2017-04-06,NA,2017-04-01,NA,NA,Summer Sewald,West,NA,NA,NA,NA,NA,NA,NA,NA
QVWM8LUB,Kary Hendrixson,GTX Basic,Hatfan,Lost,2017-04-06,2017-08-06,2017-04-01,2017-08-01,0,Summer Sewald,West,services,1982,792460000,1299,United States,1001 - 2500,122,90+ days
7C2HU8OC,Kary Hendrixson,GTX Plus Basic,Faxquote,Lost,2017-04-06,2017-04-16,2017-04-01,2017-04-01,0,Summer Sewald,West,telecommunications,1995,1825820000,5595,United States,5001 - 7500,10,0 - 30 days
74P8ZFDD,Kary Hendrixson,GTX Plus Pro,Plexzap,Won,2017-04-06,2017-04-07,2017-04-01,2017-04-01,6154,Summer Sewald,West,retail,2001,2437850000,4874,United States,2051 - 5000,1,0 - 30 days
MB3376Q1,Kary Hendrixson,GTXPro,Cheers,Won,2017-04-06,2017-04-12,2017-04-01,2017-04-01,4756,Summer Sewald,West,entertainment,1993,4269899999.9999995,6472,United States,5001 - 7500,6,0 - 30 days
RSAGMF10,Lajuana Vencill,GTX Basic,Streethex,Lost,2017-04-06,2017-04-14,2017-04-01,2017-04-01,0,Dustin Brinkmann,Central,retail,1988,1376800000,1165,Belgium,1001 - 2500,8,0 - 30 days
3N6VGWVS,Lajuana Vencill,MG Special,Gogozoom,Won,2017-04-06,2017-05-30,2017-04-01,2017-05-01,61,Dustin Brinkmann,Central,telecommunications,2007,86680000,187,United States,0 - 1000,54,31 - 60 days
KG61YJ92,Moses Frase,GTX Basic,Warephase,Won,2017-04-06,2017-06-24,2017-04-01,2017-06-01,575,Dustin Brinkmann,Central,services,1997,2041730000,5276,United States,5001 - 7500,79,61 - 90 days
Z4A1R9CJ,Moses Frase,GTX Plus Basic,Finhigh,Won,2017-04-06,2017-05-22,2017-04-01,2017-05-01,1147,Dustin Brinkmann,Central,finance,2006,1102430000,1759,United States,1001 - 2500,46,31 - 60 days
I6ZWBDU6,Moses Frase,MG Advanced,Funholding,Won,2017-04-06,2017-06-12,2017-04-01,2017-06-01,3161,Dustin Brinkmann,Central,finance,1991,2819500000,7227,United States,5001 - 7500,67,61 - 90 days
3DB2J8UR,Niesha Huffines,GTX Basic,Isdom,Lost,2017-04-06,2017-04-16,2017-04-01,2017-04-01,0,Melvin Marxen,Central,medical,2002,3178240000,4540,United States,2051 - 5000,10,0 - 30 days
6ER2KL7X,Vicki Laflamme,MG Advanced,Condax,Lost,2017-04-06,2017-04-14,2017-04-01,2017-04-01,0,Celia Rouche,West,medical,2017,4540000,9,United States,0 - 1000,8,0 - 30 days
CBTC7BHL,Vicki Laflamme,GTX Basic,Scotfind,Won,2017-04-06,2017-05-04,2017-04-01,2017-05-01,525,Celia Rouche,West,software,1996,6354870000,16780,United States,10000 +,28,0 - 30 days
93JCG10L,Zane Levy,GTXPro,Dalttechnology,Won,2017-04-06,2017-04-12,2017-04-01,2017-04-01,4168,Summer Sewald,West,software,2013,98790000,96,United States,0 - 1000,6,0 - 30 days
X9BUD48V,Anna Snelling,GTX Basic,Warephase,Won,2017-04-07,2017-04-08,2017-04-01,2017-04-01,596,Dustin Brinkmann,Central,services,1997,2041730000,5276,United States,5001 - 7500,1,0 - 30 days
QCNOCX0P,Boris Faz,GTXPro,NA,Engaging,2017-04-07,NA,2017-04-01,NA,NA,Rocco Neubert,East,NA,NA,NA,NA,NA,NA,NA,NA
TQLJOZBP,Boris Faz,MG Special,Zotware,Won,2017-04-07,2017-04-15,2017-04-01,2017-04-01,59,Rocco Neubert,East,software,1979,4478470000,13809,United States,10000 +,8,0 - 30 days
9IE6GBXM,Cassey Cress,GTXPro,Ontomedia,Lost,2017-04-07,2017-05-14,2017-04-01,2017-05-01,0,Rocco Neubert,East,employment,1997,882120000,2769,United States,2051 - 5000,37,31 - 60 days
M9V8824W,Corliss Cosme,MG Advanced,NA,Engaging,2017-04-07,NA,2017-04-01,NA,NA,Cara Losch,East,NA,NA,NA,NA,NA,NA,NA,NA
BG2656VA,Corliss Cosme,GTX Plus Pro,Konex,Won,2017-04-07,2017-04-15,2017-04-01,2017-04-01,5684,Cara Losch,East,technology,1980,7708380000,13756,United States,10000 +,8,0 - 30 days
JXBUN5MY,Daniell Hammack,MG Advanced,Kan-code,Lost,2017-04-07,2017-04-15,2017-04-01,2017-04-01,0,Rocco Neubert,East,software,1982,11698030000,34288,United States,10000 +,8,0 - 30 days
7TJEHAED,Darcel Schlecht,GTXPro,Gogozoom,Won,2017-04-07,2017-04-15,2017-04-01,2017-04-01,4413,Melvin Marxen,Central,telecommunications,2007,86680000,187,United States,0 - 1000,8,0 - 30 days
QPOE9V6Y,Donn Cantrell,MG Advanced,Opentech,Lost,2017-04-07,2017-04-17,2017-04-01,2017-04-01,0,Rocco Neubert,East,finance,1994,355230000,853,United States,0 - 1000,10,0 - 30 days
ULJM9JGL,Donn Cantrell,MG Advanced,Vehement Capital Partners,Lost,2017-04-07,2017-04-15,2017-04-01,2017-04-01,0,Rocco Neubert,East,finance,1993,646100000,883,United States,0 - 1000,8,0 - 30 days
PYY9M6Q4,Donn Cantrell,GTXPro,Mathtouch,Won,2017-04-07,2017-04-13,2017-04-01,2017-04-01,4152,Rocco Neubert,East,marketing,1984,3027460000,9516,Jordan,7501 - 10000,6,0 - 30 days
WAF692K8,Elease Gluck,MG Special,Dalttechnology,Won,2017-04-07,2017-06-24,2017-04-01,2017-06-01,51,Celia Rouche,West,software,2013,98790000,96,United States,0 - 1000,78,61 - 90 days
0UDLH6I3,Garret Kinder,GTX Basic,Zathunicon,Lost,2017-04-07,2017-04-15,2017-04-01,2017-04-01,0,Cara Losch,East,retail,2010,71120000,144,United States,0 - 1000,8,0 - 30 days
WUGE2QUO,Gladys Colclough,MG Advanced,Toughzap,Lost,2017-04-07,2017-04-18,2017-04-01,2017-04-01,0,Melvin Marxen,Central,retail,1995,332430000,799,United States,0 - 1000,11,0 - 30 days
