order_number,line_item,order_month,order_date,delivery_date,customer_key,store_key,product_key,quantity,gender,name,city,state_code,state,zip_code,birthday,product_name,brand,color,unit_cost_usd,unit_price_usd,sales_usd,subcategory_key,subcategory,category_key,category,first_purchase_date,age_in_days,unique_purchase_count,repeat_customer
1234015,1,2018-05-01,2018-05-18,2018-05-21,1375827,0,1616,3,Female,Anne Santos,Ft Lauderdale,FL,Florida,33311,1952-02-11,Contoso DVD Player M100 Black,Contoso,Black,26.21,56.99,170.97,0602,Movie DVD,06,"Music, Movies and Audio Books",2016-02-16,1831,7,1
1234015,2,2018-05-01,2018-05-18,2018-05-21,1375827,0,1050,2,Female,Anne Santos,Ft Lauderdale,FL,Florida,33311,1952-02-11,A. Datum SLR Camera M136 Silver,A. Datum,Silver,143.48000000000002,312,624,0402,Digital SLR Cameras,04,Cameras and camcorders,2016-02-16,1831,7,1
1234015,3,2018-05-01,2018-05-18,2018-05-21,1375827,0,1167,6,Female,Anne Santos,Ft Lauderdale,FL,Florida,33311,1952-02-11,Fabrikam Social Videographer 2/3'' 17mm E100 Black,Fabrikam,Black,81.57,160,960,0405,Camcorders,04,Cameras and camcorders,2016-02-16,1831,7,1
1234015,4,2018-05-01,2018-05-18,2018-05-21,1375827,0,365,2,Female,Anne Santos,Ft Lauderdale,FL,Florida,33311,1952-02-11,Adventure Works Laptop16 M1600 Black,Adventure Works,Black,275.46,599,1198,0301,Laptops,03,Computers,2016-02-16,1831,7,1
1235003,1,2018-05-01,2018-05-19,2018-05-25,1924622,0,93,1,Female,Marisa Oliveira,Milwaukee,WI,Wisconsin,53226,1948-04-16,WWI Stereo Bluetooth Headphones E1000 Blue,Wide World Importers,Blue,34.36,67.4,67.4,0106,Bluetooth Headphones,01,Audio,2018-05-19,1008,2,1
1235003,2,2018-05-01,2018-05-19,2018-05-25,1924622,0,2091,4,Female,Marisa Oliveira,Milwaukee,WI,Wisconsin,53226,1948-04-16,Contoso Water Heater 4.3GPM M1250 Blue,Contoso,Blue,403.53,877.5,3510,0804,Water Heaters,08,Home Appliances,2018-05-19,1008,2,1
1235008,1,2018-05-01,2018-05-19,2018-05-25,1517642,0,1429,1,Male,Jerry Durand,Hercules,CA,California,94547,1975-05-30,The Phone Company Touch Screen Phones 4-Wire/On-wall M302 Grey,The Phone Company,Grey,132.9,289,289,0503,Touch Screen Phones,05,Cell phones,2018-05-19,1008,1,0
1235012,1,2018-05-01,2018-05-19,2018-05-25,1635374,0,1618,2,Female,Jessica Moss,Phoenix,AZ,Arizona,85003,1961-04-13,Contoso DVD Player M120 White,Contoso,White,27.130000000000003,58.99,117.98,0602,Movie DVD,06,"Music, Movies and Audio Books",2017-06-17,1344,5,1
1235012,2,2018-05-01,2018-05-19,2018-05-25,1635374,0,985,6,Female,Jessica Moss,Phoenix,AZ,Arizona,85003,1961-04-13,A. Datum Full Frame Digital Camera X300 Pink,A. Datum,Pink,76.53,231,1386,0401,Digital Cameras,04,Cameras and camcorders,2017-06-17,1344,5,1
1237001,1,2018-05-01,2018-05-21,2018-05-24,1968385,0,1617,10,Male,Geppe Ruelas,Quitman,TX,Texas,75783,1956-12-06,Contoso DVD Player M110 Silver,Contoso,Silver,26.67,57.99,579.9,0602,Movie DVD,06,"Music, Movies and Audio Books",2018-05-21,1006,5,1
1237001,2,2018-05-01,2018-05-21,2018-05-24,1968385,0,450,3,Male,Geppe Ruelas,Quitman,TX,Texas,75783,1956-12-06,WWI Desktop PC2.33 X2330 Brown,Wide World Importers,Brown,304.47999999999996,919,2757,0303,Desktops,03,Computers,2018-05-21,1006,5,1
1237001,3,2018-05-01,2018-05-21,2018-05-24,1968385,0,1677,2,Male,Geppe Ruelas,Quitman,TX,Texas,75783,1956-12-06,MGS Hand Games for 12-16 boys E600 Red,Tailspin Toys,Red,2.54,4.99,9.98,0701,Boxed Games,07,Games and Toys,2018-05-21,1006,5,1
1237004,1,2018-05-01,2018-05-21,2018-05-27,1684157,0,1595,2,Female,Gladys Raley,Southfield,MI,Michigan,48034,1991-10-25,SV DVD 60 DVD Storage Binder L20 Red,Southridge Video,Red,7.58,22.89,45.78,0602,Movie DVD,06,"Music, Movies and Audio Books",2018-04-30,1027,6,1
1237004,2,2018-05-01,2018-05-21,2018-05-27,1684157,0,1608,1,Female,Gladys Raley,Southfield,MI,Michigan,48034,1991-10-25,SV DVD 7-Inch Player Portable E200 Silver,Southridge Video,Silver,56.08,109.99000000000001,109.99000000000001,0602,Movie DVD,06,"Music, Movies and Audio Books",2018-04-30,1027,6,1
1237004,3,2018-05-01,2018-05-21,2018-05-27,1684157,0,485,2,Female,Gladys Raley,Southfield,MI,Michigan,48034,1991-10-25,Proseware LCD15 E103 White,Proseware,White,50.47,99,198,0304,Monitors,03,Computers,2018-04-30,1027,6,1
1237008,1,2018-05-01,2018-05-21,2018-05-24,1345643,0,1430,1,Female,Barbara Robinson,Valdez Creek Mine,AK,Alaska,99755,1986-04-16,The Phone Company Touch Screen Phones SAW/Built-in M801 Grey,The Phone Company,Grey,137.5,299,299,0503,Touch Screen Phones,05,Cell phones,2018-05-21,1006,3,1
1237008,2,2018-05-01,2018-05-21,2018-05-24,1345643,0,427,8,Female,Barbara Robinson,Valdez Creek Mine,AK,Alaska,99755,1986-04-16,Adventure Works Desktop PC3.0 MS300 Black,Adventure Works,Black,215.68,469,3752,0303,Desktops,03,Computers,2018-05-21,1006,3,1
1238011,1,2018-05-01,2018-05-22,2018-05-27,1566670,0,105,1,Male,Erik Young,Owatonna,MN,Minnesota,55060,1997-05-07,WWI Wireless Bluetooth Stereo Headphones M270 Pink,Wide World Importers,Pink,52.879999999999995,115,115,0106,Bluetooth Headphones,01,Audio,2018-05-22,1005,1,0
1239000,1,2018-05-01,2018-05-23,2018-05-27,1585149,0,2138,9,Female,Judith Eckman,Grand Rapids,MI,Michigan,49546,1936-09-02,Contoso Coffee Maker 5C E0900 Grey,Contoso,Grey,75.96000000000001,149,1341,0805,Coffee Machines,08,Home Appliances,2018-05-23,1004,1,0
1239001,1,2018-05-01,2018-05-23,2018-05-25,1939321,0,2043,7,Female,Helena Miškovská,Detroit,MI,Michigan,48226,1977-08-01,Litware Microwave 1.5CuFt X110 Black,Litware,Black,220.64,665.9399999999999,4661.58,0803,Microwaves,08,Home Appliances,2016-11-16,1557,7,1
1239004,1,2018-05-01,2018-05-23,2018-05-29,1865362,0,2508,3,Male,Kevin Oldenburg,Piscataway,NJ,New Jersey,8854,1960-01-31,Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 Silver,Contoso,Silver,2.42,4.74,14.22,0505,Cell phones Accessories,05,Cell phones,2018-04-27,1030,2,1
1239004,2,2018-05-01,2018-05-23,2018-05-29,1865362,0,420,6,Male,Kevin Oldenburg,Piscataway,NJ,New Jersey,8854,1960-01-31,Adventure Works Desktop PC1.80 ED182 Silver,Adventure Works,Silver,254.86,499.9,2999.3999999999996,0303,Desktops,03,Computers,2018-04-27,1030,2,1
1239005,1,2018-05-01,2018-05-23,2018-05-25,1690713,0,1586,4,Male,Justin Engelhardt,Humboldt,NE,Nebraska,68376,1942-10-19,SV DVD 55DVD Storage Binder M56 Black,Southridge Video,Black,5.819999999999999,12.66,50.64,0602,Movie DVD,06,"Music, Movies and Audio Books",2018-05-23,1004,3,1
1239005,2,2018-05-01,2018-05-23,2018-05-25,1690713,0,1597,2,Male,Justin Engelhardt,Humboldt,NE,Nebraska,68376,1942-10-19,SV DVD External DVD Burner M200 Black,Southridge Video,Black,26.62,57.879999999999995,115.75999999999999,0602,Movie DVD,06,"Music, Movies and Audio Books",2018-05-23,1004,3,1
1239005,3,2018-05-01,2018-05-23,2018-05-25,1690713,0,1860,2,Male,Justin Engelhardt,Humboldt,NE,Nebraska,68376,1942-10-19,NT Washer & Dryer 21in E2100 Blue,Northwind Traders,Blue,815.6800000000001,1599.9,3199.8,0801,Washers & Dryers,08,Home Appliances,2018-05-23,1004,3,1
1239015,1,2018-05-01,2018-05-23,2018-05-27,1827075,0,1918,2,Male,Frank Roberts,Scandia,KS,Kansas,66966,1996-02-07,Fabrikam Refrigerator 4.6CuFt E2800 Green,Fabrikam,Green,152.94,299.98999999999995,599.9799999999999,0802,Refrigerators,08,Home Appliances,2018-05-23,1004,2,1
1239015,2,2018-05-01,2018-05-23,2018-05-27,1827075,0,342,1,Male,Frank Roberts,Scandia,KS,Kansas,66966,1996-02-07,Fabrikam Laptop16 M6000 Black,Fabrikam,Black,275.46,599,599,0301,Laptops,03,Computers,2018-05-23,1004,2,1
1240004,1,2018-05-01,2018-05-24,2018-05-30,1664688,0,111,3,Male,Harold McCormick,Fresno,CA,California,93706,1953-03-31,WWI Wireless Transmitter and Bluetooth Headphones X250 Black,Wide World Importers,Black,82.83,249.99,749.97,0106,Bluetooth Headphones,01,Audio,2016-06-27,1699,5,1
1240004,2,2018-05-01,2018-05-24,2018-05-30,1664688,0,1504,5,Male,Harold McCormick,Fresno,CA,California,93706,1953-03-31,The Phone Company Smart phones 160x160 M26 Pink,The Phone Company,Pink,95.64999999999999,208,1040,0504,Smart phones & PDAs,05,Cell phones,2016-06-27,1699,5,1
1240004,3,2018-05-01,2018-05-24,2018-05-30,1664688,0,998,1,Male,Harold McCormick,Fresno,CA,California,93706,1953-03-31,A. Datum Point Shoot Digital Camera M500 Silver,A. Datum,Silver,91.05,198,198,0401,Digital Cameras,04,Cameras and camcorders,2016-06-27,1699,5,1
1240004,4,2018-05-01,2018-05-24,2018-05-30,1664688,0,1676,2,Male,Harold McCormick,Fresno,CA,California,93706,1953-03-31,MGS Hand Games women M400 Red,Tailspin Toys,Red,4.13,8.99,17.98,0701,Boxed Games,07,Games and Toys,2016-06-27,1699,5,1
1240004,5,2018-05-01,2018-05-24,2018-05-30,1664688,0,1816,1,Male,Harold McCormick,Fresno,CA,California,93706,1953-03-31,MGS Age of Empires II Gold Edition2009 E172,Tailspin Toys,Blue,16.310000000000002,32,32,0702,Download Games,07,Games and Toys,2016-06-27,1699,5,1
1240014,1,2018-05-01,2018-05-24,2018-05-30,1262414,0,1707,1,Male,Jeffrey Ortiz,Wallingford,CT,Connecticut,6492,1966-03-28,MGS Dal of Honor Airborne M150,Tailspin Toys,Silver,32.25,70.13,70.13,0702,Download Games,07,Games and Toys,2017-12-31,1147,8,1
1240014,2,2018-05-01,2018-05-24,2018-05-30,1262414,0,1542,3,Male,Jeffrey Ortiz,Wallingford,CT,Connecticut,6492,1966-03-28,The Phone Company PDA Phone 3.7 inches M340 Silver,The Phone Company,Silver,151.76,330,990,0504,Smart phones & PDAs,05,Cell phones,2017-12-31,1147,8,1
1240014,3,2018-05-01,2018-05-24,2018-05-30,1262414,0,13,2,Male,Jeffrey Ortiz,Wallingford,CT,Connecticut,6492,1966-03-28,Contoso 4GB Flash MP3 Player E401 Black,Contoso,Black,35.720000000000006,77.67999999999999,155.35999999999999,0101,MP4&MP3,01,Audio,2017-12-31,1147,8,1
1241003,1,2018-05-01,2018-05-25,2018-05-30,1592095,0,1566,5,Female,Sherri Dalton,Rehoboth,MA,Massachusetts,2769,1984-02-07,The Phone Company PDA Handheld 3.7 inch M630 White,The Phone Company,White,122.32,266,1330,0504,Smart phones & PDAs,05,Cell phones,2018-05-25,1002,4,1
1241003,2,2018-05-01,2018-05-25,2018-05-30,1592095,0,1612,1,Female,Sherri Dalton,Rehoboth,MA,Massachusetts,2769,1984-02-07,SV DVD 12-Inch Player Portable M400 White,Southridge Video,White,82.77,179.99,179.99,0602,Movie DVD,06,"Music, Movies and Audio Books",2018-05-25,1002,4,1
1241003,3,2018-05-01,2018-05-25,2018-05-30,1592095,0,1683,4,Female,Sherri Dalton,Rehoboth,MA,Massachusetts,2769,1984-02-07,MGS Hand Games for 12-16 boys E600 Silver,Tailspin Toys,Silver,2.54,4.99,19.96,0701,Boxed Games,07,Games and Toys,2018-05-25,1002,4,1
1241003,4,2018-05-01,2018-05-25,2018-05-30,1592095,0,1363,1,Female,Sherri Dalton,Rehoboth,MA,Massachusetts,2769,1984-02-07,Contoso Expandable Cordless Phone System M008 White,Contoso,White,10.57,22.99,22.99,0501,Home & Office Phones,05,Cell phones,2018-05-25,1002,4,1
1242001,1,2018-05-01,2018-05-26,2018-06-01,1580459,0,213,1,Female,June Weaver,Dallas,TX,Texas,75207,1961-01-29,Litware Home Theater System 2.1 Channel E212 Silver,Litware,Silver,152.9,299.9,299.9,0203,Home Theater System,02,TV and Video,2017-12-21,1157,1,0
1242017,1,2018-05-01,2018-05-26,2018-05-30,1345382,0,109,1,Male,Jose Law,Manchester,NH,New Hampshire,3103,1956-09-19,WWI Stereo Bluetooth Headphones New Generation M370 Orange,Wide World Importers,Orange,61.160000000000004,132.99,132.99,0106,Bluetooth Headphones,01,Audio,2016-02-13,1834,8,1
1244008,1,2018-05-01,2018-05-28,2018-06-02,1579996,0,1806,4,Female,Jennifer Moberg,Albany,NY,New York,12207,1960-08-15,MGS Zoo Tycoon Dinosaur Digs2009 E162,Tailspin Toys,Blue,16.310000000000002,32,128,0702,Download Games,07,Games and Toys,2018-05-28,999,4,1
1245000,1,2018-05-01,2018-05-29,2018-06-04,2074628,0,1478,3,Female,Belisarda Aubin,Bishop,CA,California,93514,1989-07-26,The Phone Company Smart phones Expert M400 Black,The Phone Company,Black,137.96,300,900,0504,Smart phones & PDAs,05,Cell phones,2016-11-04,1569,1,0
1245012,1,2018-05-01,2018-05-29,2018-06-03,1412783,0,1402,4,Female,June McBride,Brooklyn,NY,New York,11212,1948-06-14,Contoso Expandable 4-Handset Cordless Phone System M206 Grey,Contoso,Grey,20.150000000000002,43.809999999999995,175.23999999999998,0501,Home & Office Phones,05,Cell phones,2018-05-29,998,1,0
1246013,1,2018-05-01,2018-05-30,2018-06-02,1782682,0,1582,5,Male,Christopher Backus,Grand Rapids,MI,Michigan,49503,1962-04-14,SV DVD 48 DVD Storage Binder M50 Black,Southridge Video,Black,8.27,17.99,89.94999999999999,0602,Movie DVD,06,"Music, Movies and Audio Books",2018-05-30,997,12,1
1246013,2,2018-05-01,2018-05-30,2018-06-02,1782682,0,1520,1,Male,Christopher Backus,Grand Rapids,MI,Michigan,49503,1962-04-14,The Phone Company PDA Wifi 3.5-inch M200 Black,The Phone Company,Black,128.76,280,280,0504,Smart phones & PDAs,05,Cell phones,2018-05-30,997,12,1
1246013,3,2018-05-01,2018-05-30,2018-06-02,1782682,0,1872,2,Male,Christopher Backus,Grand Rapids,MI,Michigan,49503,1962-04-14,Contoso Washer & Dryer 27in L270 Silver,Contoso,Silver,878.66,2652,5304,0801,Washers & Dryers,08,Home Appliances,2018-05-30,997,12,1
1246013,4,2018-05-01,2018-05-30,2018-06-02,1782682,0,1576,1,Male,Christopher Backus,Grand Rapids,MI,Michigan,49503,1962-04-14,SV DVD Movies E100 Yellow,Southridge Video,Yellow,6.619999999999999,12.99,12.99,0602,Movie DVD,06,"Music, Movies and Audio Books",2018-05-30,997,12,1
1248004,1,2018-06-01,2018-06-01,2018-06-05,1820377,0,611,2,Female,Isabel Miranda,Fort Worth,TX,Texas,76102,1965-03-24,WWI Projector 1080p LCD86 Black,Wide World Importers,Black,760.38,2295,4590,0305,Projectors & Screens,03,Computers,2018-06-01,995,4,1
1248004,2,2018-06-01,2018-06-01,2018-06-05,1820377,0,396,3,Female,Isabel Miranda,Fort Worth,TX,Texas,76102,1965-03-24,WWI Laptop19W X0196 White,Wide World Importers,White,430.38,1299,3897,0301,Laptops,03,Computers,2018-06-01,995,4,1
1248004,3,2018-06-01,2018-06-01,2018-06-05,1820377,0,1025,7,Female,Isabel Miranda,Fort Worth,TX,Texas,76102,1965-03-24,A. Datum SLR-like Digital Camera M400 Green,A. Datum,Green,90.55,196.9,1378.3,0401,Digital Cameras,04,Cameras and camcorders,2018-06-01,995,4,1
1248004,4,2018-06-01,2018-06-01,2018-06-05,1820377,0,1301,3,Female,Isabel Miranda,Fort Worth,TX,Texas,76102,1965-03-24,Contoso Telephoto Conversion Lens M350 White,Contoso,White,43.690000000000005,95,285,0406,Cameras & Camcorders Accessories,04,Cameras and camcorders,2018-06-01,995,4,1
1248014,1,2018-06-01,2018-06-01,2018-06-04,1414525,0,1663,1,Female,Nell Doyle,Jackson,MS,Mississippi,39201,1960-07-16,MGS Hand Games men M300 Yellow,Tailspin Toys,Yellow,3.17,6.89,6.89,0701,Boxed Games,07,Games and Toys,2017-08-25,1275,17,1
1248014,2,2018-06-01,2018-06-01,2018-06-04,1414525,0,454,1,Female,Nell Doyle,Jackson,MS,Mississippi,39201,1960-07-16,WWI Desktop PC1.80 E1801 Brown,Wide World Importers,Brown,137.6,269.9,269.9,0303,Desktops,03,Computers,2017-08-25,1275,17,1
1248014,3,2018-06-01,2018-06-01,2018-06-04,1414525,0,1332,6,Female,Nell Doyle,Jackson,MS,Mississippi,39201,1960-07-16,Contoso 2-Line Corded Cordless Telephone M202 Black,Contoso,Black,13.33,28.99,173.94,0501,Home & Office Phones,05,Cell phones,2017-08-25,1275,17,1
1249001,1,2018-06-01,2018-06-02,2018-06-08,1565782,0,1411,1,Female,June Major,Bluegrass,VA,Virginia,24413,1974-05-30,"The Phone Company Touch Screen Phones 26-1.4"" M250 Black",The Phone Company,Black,123.24000000000001,268,268,0503,Touch Screen Phones,05,Cell phones,2018-06-02,994,1,0
1249010,1,2018-06-01,2018-06-02,2018-06-09,1577297,0,56,1,Female,Dorothy Staley,Stockton,CA,California,95219,1938-12-16,WWI 4GB Video Recording Pen X200 Yellow,Wide World Importers,Yellow,98.07,296,296,0104,Recording Pen,01,Audio,2018-06-02,994,9,1
1249018,1,2018-06-01,2018-06-02,2018-06-08,1982336,0,1991,1,Female,Mary Benner,Winnsboro,TX,Texas,75494,1999-05-11,Fabrikam Microwave 1.6CuFt M1250 Silver,Fabrikam,Silver,82.77,179.99,179.99,0803,Microwaves,08,Home Appliances,2016-06-17,1709,4,1
1249018,2,2018-06-01,2018-06-02,2018-06-08,1982336,0,1605,3,Female,Mary Benner,Winnsboro,TX,Texas,75494,1999-05-11,SV DVD 15-Inch Player Portable L200 Black,Southridge Video,Black,96.08,289.98999999999995,869.9699999999998,0602,Movie DVD,06,"Music, Movies and Audio Books",2016-06-17,1709,4,1
1249018,3,2018-06-01,2018-06-02,2018-06-08,1982336,0,1812,4,Female,Mary Benner,Winnsboro,TX,Texas,75494,1999-05-11,MGS Flight Simulator 2009 E168,Tailspin Toys,Blue,16.310000000000002,32,128,0702,Download Games,07,Games and Toys,2016-06-17,1709,4,1
1249018,4,2018-06-01,2018-06-02,2018-06-08,1982336,0,1047,1,Female,Mary Benner,Winnsboro,TX,Texas,75494,1999-05-11,"A. Datum SLR Camera 35"" M358 Black",A. Datum,Black,155.43,338,338,0402,Digital SLR Cameras,04,Cameras and camcorders,2016-06-17,1709,4,1
1250001,1,2018-06-01,2018-06-03,2018-06-10,1416995,0,1585,1,Male,Robert Felan,Washington,DC,Washington DC,20200,1990-11-02,SV DVD 60 DVD Storage Binder L20 Black,Southridge Video,Black,7.58,22.89,22.89,0602,Movie DVD,06,"Music, Movies and Audio Books",2018-06-03,993,3,1
1250001,2,2018-06-01,2018-06-03,2018-06-10,1416995,0,1694,3,Male,Robert Felan,Washington,DC,Washington DC,20200,1990-11-02,SV Hand Games women M40 Black,Southridge Video,Black,4.08,8.88,26.64,0701,Boxed Games,07,Games and Toys,2018-06-03,993,3,1
1250001,3,2018-06-01,2018-06-03,2018-06-10,1416995,0,1445,2,Male,Robert Felan,Washington,DC,Washington DC,20200,1990-11-02,"The Phone Company Touch Screen Phones 26-1.4"" M250 Gold",The Phone Company,Gold,123.24000000000001,268,536,0503,Touch Screen Phones,05,Cell phones,2018-06-03,993,3,1
1252003,1,2018-06-01,2018-06-05,2018-06-09,1678735,0,1413,6,Male,Alex Gibbs,New York,NY,New York,10004,1936-05-15,The Phone Company Touch Screen Phones SAW/Built-in M801 Black,The Phone Company,Black,137.5,299,1794,0503,Touch Screen Phones,05,Cell phones,2017-06-06,1355,2,1
1252003,2,2018-06-01,2018-06-05,2018-06-09,1678735,0,1334,2,Male,Alex Gibbs,New York,NY,New York,10004,1936-05-15,Contoso Expandable 3-Handset Cordless Phone System M204 Black,Contoso,Black,16.55,35.99,71.98,0501,Home & Office Phones,05,Cell phones,2017-06-06,1355,2,1
1252014,1,2018-06-01,2018-06-05,2018-06-09,1891992,0,2103,7,Male,Larry Cooper,Chester,NY,New York,10918,1940-02-25,Contoso Water Heater 2.6GPM E0900 Silver,Contoso,Silver,258.98999999999995,508,3556,0804,Water Heaters,08,Home Appliances,2018-06-05,991,5,1
1252014,2,2018-06-01,2018-06-05,2018-06-09,1891992,0,87,1,Male,Larry Cooper,Chester,NY,New York,10918,1940-02-25,NT Wireless Bluetooth Stereo Headphones M402 Purple,Northwind Traders,Purple,45.98,99.99000000000001,99.99000000000001,0106,Bluetooth Headphones,01,Audio,2018-06-05,991,5,1
1253001,1,2018-06-01,2018-06-06,2018-06-11,1918342,0,81,5,Male,Ricky Scott,Dulles,VA,Virginia,20166,1985-04-17,NT Wireless Bluetooth Stereo Headphones E302 Black,Northwind Traders,Black,18.650000000000002,40.55,202.75,0106,Bluetooth Headphones,01,Audio,2018-06-06,990,4,1
1253003,1,2018-06-01,2018-06-06,2018-06-10,1628856,0,1586,1,Male,Manuel Nassar,Warren,OH,Ohio,44481,1946-09-22,SV DVD 55DVD Storage Binder M56 Black,Southridge Video,Black,5.819999999999999,12.66,12.66,0602,Movie DVD,06,"Music, Movies and Audio Books",2017-11-22,1186,3,1
1253003,2,2018-06-01,2018-06-06,2018-06-10,1628856,0,428,8,Male,Manuel Nassar,Warren,OH,Ohio,44481,1946-09-22,Adventure Works Desktop PC2.33 XD233 Brown,Adventure Works,Brown,321.05,969,7752,0303,Desktops,03,Computers,2017-11-22,1186,3,1
1253003,3,2018-06-01,2018-06-06,2018-06-10,1628856,0,53,1,Male,Manuel Nassar,Warren,OH,Ohio,44481,1946-09-22,WWI 4GB Video Recording Pen X200 Black,Wide World Importers,Black,98.07,296,296,0104,Recording Pen,01,Audio,2017-11-22,1186,3,1
1253005,1,2018-06-01,2018-06-06,2018-06-15,1525958,0,732,1,Female,Mae Bowers,Cincinnati,OH,Ohio,45236,1950-11-12,Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 Green,Proseware,Green,73.58,160,160,0306,"Printers, Scanners & Fax",03,Computers,2018-06-06,990,3,1
1253005,2,2018-06-01,2018-06-06,2018-06-15,1525958,0,103,1,Female,Mae Bowers,Cincinnati,OH,Ohio,45236,1950-11-12,WWI Wireless Bluetooth Stereo Headphones M270 Black,Wide World Importers,Black,52.879999999999995,115,115,0106,Bluetooth Headphones,01,Audio,2018-06-06,990,3,1
1253005,4,2018-06-01,2018-06-06,2018-06-15,1525958,0,452,10,Female,Mae Bowers,Cincinnati,OH,Ohio,45236,1950-11-12,WWI Desktop PC1.60 E1600 Red,Wide World Importers,Red,112.14,219.95000000000002,2199.5,0303,Desktops,03,Computers,2018-06-06,990,3,1
1254001,1,2018-06-01,2018-06-07,2018-06-11,2061855,0,632,1,Female,Linnea Ødegård,Kilgore,NE,Nebraska,69216,1987-12-16,WWI Screen 85in E1010 White,Wide World Importers,White,70.86999999999999,139,139,0305,Projectors & Screens,03,Computers,2017-12-24,1154,10,1
1254001,2,2018-06-01,2018-06-07,2018-06-11,2061855,0,2154,3,Female,Linnea Ødegård,Kilgore,NE,Nebraska,69216,1987-12-16,Adventure Works Coffee Maker 12C M100 White,Adventure Works,White,204.64,445,1335,0805,Coffee Machines,08,Home Appliances,2017-12-24,1154,10,1
1254001,3,2018-06-01,2018-06-07,2018-06-11,2061855,0,61,6,Female,Linnea Ødegård,Kilgore,NE,Nebraska,69216,1987-12-16,WWI 2GB Spy Video Recorder Pen M300 Black,Wide World Importers,Black,83.24000000000001,181,1086,0104,Recording Pen,01,Audio,2017-12-24,1154,10,1
1254001,4,2018-06-01,2018-06-07,2018-06-11,2061855,0,434,2,Female,Linnea Ødegård,Kilgore,NE,Nebraska,69216,1987-12-16,Adventure Works Desktop PC2.30 MD230 White,Adventure Works,White,275.46,599,1198,0303,Desktops,03,Computers,2017-12-24,1154,10,1
1254001,5,2018-06-01,2018-06-07,2018-06-11,2061855,0,1352,8,Female,Linnea Ødegård,Kilgore,NE,Nebraska,69216,1987-12-16,Contoso Multi-line phones M30 White,Contoso,White,10.57,22.99,183.92,0501,Home & Office Phones,05,Cell phones,2017-12-24,1154,10,1
1254001,6,2018-06-01,2018-06-07,2018-06-11,2061855,0,1632,9,Female,Linnea Ødegård,Kilgore,NE,Nebraska,69216,1987-12-16,Contoso DVD 48 DVD Storage Binder M50 Silver,Contoso,Silver,8.27,17.99,161.91,0602,Movie DVD,06,"Music, Movies and Audio Books",2017-12-24,1154,10,1
1254001,7,2018-06-01,2018-06-07,2018-06-11,2061855,0,1484,1,Female,Linnea Ødegård,Kilgore,NE,Nebraska,69216,1987-12-16,The Phone Company Smart phones 160x160 M26 Grey,The Phone Company,Grey,95.64999999999999,208,208,0504,Smart phones & PDAs,05,Cell phones,2017-12-24,1154,10,1
1254008,1,2018-06-01,2018-06-07,2018-06-11,1594919,0,435,1,Female,Joyce Bird,Manchester,NH,New Hampshire,3101,1990-12-21,Adventure Works Desktop PC1.60 ED160 White,Adventure Works,White,137.63,269.95,269.95,0303,Desktops,03,Computers,2017-12-16,1162,6,1
1254008,2,2018-06-01,2018-06-07,2018-06-11,1594919,0,621,6,Female,Joyce Bird,Manchester,NH,New Hampshire,3101,1990-12-21,WWI Screen 85in E1010 Black,Wide World Importers,Black,70.86999999999999,139,834,0305,Projectors & Screens,03,Computers,2017-12-16,1162,6,1
1254008,3,2018-06-01,2018-06-07,2018-06-11,1594919,0,821,3,Female,Joyce Bird,Manchester,NH,New Hampshire,3101,1990-12-21,Contoso USB 2.0 Dock Station docking station M800 Grey,Contoso,Grey,13.75,29.9,89.69999999999999,0308,Computers Accessories,03,Computers,2017-12-16,1162,6,1
1254008,4,2018-06-01,2018-06-07,2018-06-11,1594919,0,455,2,Female,Joyce Bird,Manchester,NH,New Hampshire,3101,1990-12-21,WWI Desktop PC2.33 X2330 White,Wide World Importers,White,304.47999999999996,919,1838,0303,Desktops,03,Computers,2017-12-16,1162,6,1
1254008,5,2018-06-01,2018-06-07,2018-06-11,1594919,0,1593,4,Female,Joyce Bird,Manchester,NH,New Hampshire,3101,1990-12-21,SV DVD 58 DVD Storage Binder M55 Red,Southridge Video,Red,6.39,13.89,55.56,0602,Movie DVD,06,"Music, Movies and Audio Books",2017-12-16,1162,6,1
1254008,6,2018-06-01,2018-06-07,2018-06-11,1594919,0,1285,2,Female,Joyce Bird,Manchester,NH,New Hampshire,3101,1990-12-21,Contoso Mini Battery Charger Kit E320 Silver,Contoso,Silver,12.739999999999998,24.99,49.98,0406,Cameras & Camcorders Accessories,04,Cameras and camcorders,2017-12-16,1162,6,1
1254014,1,2018-06-01,2018-06-07,2018-06-10,1466537,0,2050,1,Female,Sandra Babcock,Chester,KS,Kansas,68327,1972-04-16,Litware Microwave 2.2CuFt M125 Blue,Litware,Blue,91.97,199.99,199.99,0803,Microwaves,08,Home Appliances,2018-05-18,1009,1,0
1255015,1,2018-06-01,2018-06-08,2018-06-12,1809642,0,2501,1,Female,Brandy Toscano,Worcester,MA,Massachusetts,1608,1981-01-13,Contoso Phone Tough Skin Case E140 Pink,Contoso,Pink,12.09,23.72,23.72,0505,Cell phones Accessories,05,Cell phones,2018-06-08,988,3,1
